Port,Volume_Conteneurs_Vides,Bateau_Entreprise,Pourcentage_Conteneurs_Vides,Presence_Moyenne_Jours,Type_Conteneur,Risque_Vide
Rotterdam,101480,Yang Ming,13.6,3,Industriels,Basse
Guangzou,93201,Yang Ming,14.2,6,Entreprises Grande Taille,Moyenne
Tianjin,86308,Yang Ming,11.7,4,Petites Entreprises,Moyenne
Busan,79924,ZIM,9.4,3,Entreprises Grande Taille,Moyenne
Guangzou,103920,CMA CGM,10.6,6,Industriels,Moyenne
Ningbo Zhoushan,147117,MSC,9.5,7,Petites Entreprises,Moyenne
Hong Kong,80128,Maersk,12.6,7,Alimentaires,Moyenne
Singapour,125065,COSCO,10.4,6,Alimentaires,Moyenne
Rotterdam,111080,Hapag-Lloyd,14.8,3,Particuliers,Haute
Guangzou,75111,MSC,10.3,4,Industriels,Basse
Hong Kong,67123,COSCO,15.0,7,Industriels,Moyenne
Singapour,113644,MSC,10.0,3,Petites Entreprises,Haute
Rotterdam,116017,Maersk,10.7,7,Alimentaires,Basse
Busan,101842,COSCO,13.7,5,Entreprises Grande Taille,Moyenne
Busan,104757,Hapag-Lloyd,10.1,6,Petites Entreprises,Haute
Rotterdam,120721,COSCO,13.7,6,Petites Entreprises,Haute
Shangai,108485,ONE,9.6,3,Alimentaires,Moyenne
Ningbo Zhoushan,147486,COSCO,14.6,3,Industriels,Basse
Shangai,113615,Maersk,13.0,5,Entreprises Grande Taille,Moyenne
Tianjin,87502,Hapag-Lloyd,14.0,6,Particuliers,Haute
Rotterdam,104041,MSC,11.1,3,Particuliers,Haute
Hong Kong,70683,CMA CGM,9.9,3,Petites Entreprises,Haute
Hong Kong,67916,MSC,10.2,3,Particuliers,Basse
Singapour,122767,Evergreen,12.5,6,Industriels,Haute
Rotterdam,120426,ONE,13.5,6,Petites Entreprises,Moyenne
Shangai,125013,COSCO,12.8,4,Alimentaires,Haute
Guangzou,108537,Hapag-Lloyd,13.0,4,Alimentaires,Haute
Qingdao,77081,ONE,11.5,4,Entreprises Grande Taille,Moyenne
Hong Kong,91499,MSC,11.1,3,Entreprises Grande Taille,Basse
Singapour,121704,ONE,9.7,5,Particuliers,Basse
Ningbo Zhoushan,130434,COSCO,14.4,6,Industriels,Moyenne
Qingdao,75941,CMA CGM,13.6,5,Particuliers,Haute
Qingdao,71979,ONE,9.0,3,Petites Entreprises,Haute
Singapour,102856,COSCO,12.1,6,Industriels,Basse
Shangai,111821,ONE,12.0,4,Entreprises Grande Taille,Basse
Ningbo Zhoushan,136642,Hapag-Lloyd,15.0,7,Particuliers,Haute
Rotterdam,99923,Evergreen,14.0,7,Particuliers,Haute
Ningbo Zhoushan,116589,MSC,9.4,4,Entreprises Grande Taille,Moyenne
Hong Kong,75134,Hapag-Lloyd,9.2,3,Industriels,Basse
Rotterdam,109407,MSC,11.4,4,Petites Entreprises,Basse
Shangai,127263,MSC,13.3,7,Particuliers,Moyenne
Hong Kong,91536,MSC,12.7,5,Alimentaires,Basse
Guangzou,95618,CMA CGM,14.5,6,Alimentaires,Haute
Shangai,137264,Yang Ming,11.1,7,Petites Entreprises,Moyenne
Hong Kong,84154,CMA CGM,10.3,3,Petites Entreprises,Haute
Busan,99034,MSC,9.4,5,Alimentaires,Haute
Qingdao,100678,Evergreen,9.0,6,Entreprises Grande Taille,Basse
Rotterdam,104690,ZIM,12.3,3,Industriels,Basse
Hong Kong,84992,COSCO,13.6,6,Industriels,Haute
Shenzen,104996,Yang Ming,9.5,7,Particuliers,Moyenne
Hong Kong,92387,MSC,11.6,6,Industriels,Haute
Busan,91115,MSC,10.4,4,Petites Entreprises,Haute
Guangzou,78926,Maersk,10.7,6,Alimentaires,Moyenne
Rotterdam,109193,MSC,12.8,6,Petites Entreprises,Moyenne
Ningbo Zhoushan,110082,COSCO,12.1,4,Petites Entreprises,Haute
Rotterdam,97212,Maersk,9.5,4,Particuliers,Basse
Ningbo Zhoushan,141884,Maersk,9.4,5,Petites Entreprises,Haute
Shangai,121059,MSC,14.7,4,Industriels,Basse
Shangai,117749,ZIM,14.4,4,Petites Entreprises,Haute
Guangzou,107206,Maersk,10.6,5,Entreprises Grande Taille,Moyenne
Guangzou,98905,Evergreen,9.2,6,Alimentaires,Haute
Shangai,133298,Yang Ming,9.7,3,Alimentaires,Haute
Tianjin,69359,Evergreen,10.9,7,Alimentaires,Moyenne
Singapour,92441,Evergreen,11.5,3,Alimentaires,Moyenne
Shenzen,114792,MSC,14.1,4,Industriels,Moyenne
Hong Kong,77345,MSC,10.0,4,Industriels,Haute
Shangai,131813,ZIM,11.2,6,Particuliers,Basse
Singapour,130242,COSCO,9.4,7,Alimentaires,Haute
Shangai,114560,Evergreen,13.7,3,Alimentaires,Haute
Hong Kong,84839,CMA CGM,10.5,6,Alimentaires,Haute
Singapour,135000,MSC,11.9,6,Particuliers,Haute
Shangai,150172,ZIM,10.7,5,Industriels,Haute
Guangzou,96573,Yang Ming,10.7,5,Petites Entreprises,Haute
Hong Kong,79941,CMA CGM,12.0,5,Entreprises Grande Taille,Haute
Busan,82005,ONE,9.4,4,Industriels,Moyenne
Singapour,104817,ONE,9.2,4,Alimentaires,Haute
Shangai,144569,Evergreen,12.4,5,Entreprises Grande Taille,Moyenne
Guangzou,81139,COSCO,9.6,4,Petites Entreprises,Haute
Hong Kong,87116,Evergreen,12.9,7,Industriels,Basse
Rotterdam,102992,Hapag-Lloyd,9.7,3,Alimentaires,Haute
Singapour,116812,ZIM,13.4,7,Entreprises Grande Taille,Basse
Qingdao,95357,MSC,10.1,6,Entreprises Grande Taille,Moyenne
Rotterdam,86139,ZIM,11.5,6,Petites Entreprises,Haute
Shangai,150175,Yang Ming,9.7,6,Industriels,Basse
Shangai,145688,COSCO,13.2,6,Industriels,Moyenne
Guangzou,100835,Yang Ming,13.2,4,Industriels,Basse
Tianjin,68118,COSCO,11.9,7,Alimentaires,Haute
Qingdao,102945,Yang Ming,9.9,5,Particuliers,Haute
Tianjin,94503,ZIM,9.9,3,Particuliers,Moyenne
Guangzou,103583,Hapag-Lloyd,13.0,5,Alimentaires,Haute
Shenzen,91853,COSCO,14.9,5,Particuliers,Haute
Singapour,131826,Hapag-Lloyd,14.3,3,Industriels,Moyenne
Tianjin,84552,MSC,14.7,6,Entreprises Grande Taille,Haute
Singapour,93744,MSC,14.7,4,Petites Entreprises,Haute
Busan,73816,ONE,11.8,5,Petites Entreprises,Moyenne
Shangai,151850,ONE,10.9,3,Industriels,Basse
Ningbo Zhoushan,123118,CMA CGM,9.1,3,Alimentaires,Moyenne
Tianjin,96680,Maersk,12.2,4,Petites Entreprises,Haute
Tianjin,69924,COSCO,9.2,7,Entreprises Grande Taille,Haute
Rotterdam,93406,CMA CGM,13.9,5,Alimentaires,Haute
Rotterdam,91313,Hapag-Lloyd,12.0,3,Petites Entreprises,Moyenne
Busan,97462,Maersk,12.8,6,Entreprises Grande Taille,Moyenne
Busan,106180,ZIM,10.2,4,Petites Entreprises,Haute
Guangzou,90367,Yang Ming,9.1,5,Particuliers,Moyenne
Hong Kong,75334,CMA CGM,12.1,6,Industriels,Moyenne
Shangai,152575,MSC,9.6,4,Entreprises Grande Taille,Haute
Singapour,128724,ZIM,9.2,4,Alimentaires,Haute
Hong Kong,62695,Evergreen,11.5,5,Entreprises Grande Taille,Haute
Shenzen,112828,MSC,11.8,3,Entreprises Grande Taille,Haute
Hong Kong,89916,Yang Ming,9.5,7,Particuliers,Moyenne
Guangzou,87506,COSCO,11.1,6,Particuliers,Moyenne
Hong Kong,74118,CMA CGM,10.7,3,Particuliers,Moyenne
Busan,85214,Hapag-Lloyd,10.1,7,Entreprises Grande Taille,Basse
Guangzou,98114,Maersk,13.4,7,Particuliers,Basse
Tianjin,90758,Hapag-Lloyd,11.6,7,Industriels,Haute
Hong Kong,82027,COSCO,13.9,7,Industriels,Haute
Guangzou,73781,ZIM,14.6,7,Alimentaires,Moyenne
Shenzen,110401,Yang Ming,12.7,7,Entreprises Grande Taille,Moyenne
Rotterdam,91354,ZIM,14.6,6,Alimentaires,Haute
Qingdao,85319,COSCO,13.6,4,Industriels,Basse
Shangai,128583,CMA CGM,9.7,7,Entreprises Grande Taille,Haute
Qingdao,88381,Hapag-Lloyd,9.0,6,Alimentaires,Basse
Rotterdam,92759,Evergreen,12.5,5,Entreprises Grande Taille,Moyenne
Hong Kong,77889,Maersk,11.0,5,Petites Entreprises,Haute
Busan,100411,CMA CGM,14.3,7,Industriels,Moyenne
Ningbo Zhoushan,137359,Evergreen,14.2,4,Petites Entreprises,Basse
Shenzen,96258,CMA CGM,11.3,7,Industriels,Basse
Tianjin,73313,ONE,12.0,5,Particuliers,Moyenne
Rotterdam,97514,Yang Ming,14.7,3,Alimentaires,Haute
Tianjin,91780,MSC,13.9,5,Particuliers,Haute
Hong Kong,77333,Maersk,13.4,5,Particuliers,Haute
Hong Kong,86090,COSCO,10.7,4,Entreprises Grande Taille,Basse
Qingdao,77800,ZIM,14.3,6,Alimentaires,Haute
Busan,94276,ONE,12.3,3,Alimentaires,Haute
Singapour,116302,Yang Ming,9.7,3,Petites Entreprises,Haute
Singapour,117853,Evergreen,11.8,3,Petites Entreprises,Basse
Qingdao,93625,Maersk,10.0,4,Industriels,Moyenne
Rotterdam,115214,COSCO,14.8,7,Industriels,Moyenne
Tianjin,76733,Evergreen,9.4,3,Particuliers,Haute
Qingdao,83260,Evergreen,14.6,7,Particuliers,Basse
Shangai,122558,COSCO,12.5,4,Particuliers,Moyenne
Shenzen,89395,Hapag-Lloyd,10.4,3,Industriels,Basse
Shangai,106948,CMA CGM,13.5,4,Particuliers,Moyenne
Hong Kong,79340,MSC,10.2,7,Particuliers,Haute
Hong Kong,86545,COSCO,9.3,3,Entreprises Grande Taille,Basse
Tianjin,93889,ONE,12.9,5,Industriels,Basse
Busan,90373,Evergreen,10.5,3,Entreprises Grande Taille,Basse
Shangai,139376,ZIM,10.9,3,Particuliers,Haute
Qingdao,96460,Yang Ming,11.3,7,Particuliers,Haute
Guangzou,89358,Evergreen,11.7,7,Industriels,Haute
Guangzou,110196,Hapag-Lloyd,11.2,6,Alimentaires,Haute
Tianjin,82250,Maersk,13.4,6,Industriels,Haute
Shenzen,99983,CMA CGM,12.1,7,Entreprises Grande Taille,Moyenne
Hong Kong,91212,Yang Ming,13.8,6,Industriels,Basse
Qingdao,97925,ZIM,11.4,6,Industriels,Moyenne
Guangzou,94452,Yang Ming,9.7,7,Industriels,Haute
Hong Kong,74738,Hapag-Lloyd,9.1,6,Particuliers,Haute
Hong Kong,65776,ONE,13.4,6,Entreprises Grande Taille,Basse
Rotterdam,116033,ONE,13.9,4,Industriels,Basse
Shenzen,86693,Maersk,10.9,5,Alimentaires,Haute
Shenzen,112923,ONE,13.0,5,Particuliers,Haute
Qingdao,97493,ZIM,13.6,3,Entreprises Grande Taille,Basse
Rotterdam,120010,Evergreen,14.1,4,Petites Entreprises,Haute
Tianjin,66115,Hapag-Lloyd,12.9,6,Petites Entreprises,Haute
Shenzen,110977,Hapag-Lloyd,14.2,3,Industriels,Haute
Rotterdam,122309,ZIM,11.5,7,Entreprises Grande Taille,Basse
Busan,106032,Hapag-Lloyd,12.5,4,Industriels,Moyenne
Rotterdam,100954,Maersk,10.7,7,Industriels,Basse
Qingdao,102500,Hapag-Lloyd,14.1,4,Entreprises Grande Taille,Basse
Ningbo Zhoushan,118642,MSC,11.1,6,Industriels,Basse
Shenzen,91069,ONE,12.7,3,Particuliers,Basse
Singapour,133557,ONE,11.6,5,Petites Entreprises,Basse
Ningbo Zhoushan,100054,ONE,13.8,4,Entreprises Grande Taille,Basse
Shenzen,80825,Maersk,12.6,5,Entreprises Grande Taille,Basse
Busan,94613,Maersk,9.4,5,Alimentaires,Moyenne
Shenzen,112347,MSC,10.3,5,Particuliers,Haute
Guangzou,85803,Evergreen,10.7,3,Entreprises Grande Taille,Moyenne
Tianjin,92033,COSCO,12.3,5,Particuliers,Moyenne
Hong Kong,90636,ONE,9.4,6,Petites Entreprises,Basse
Tianjin,92348,Maersk,11.8,5,Petites Entreprises,Haute
Shenzen,115836,COSCO,12.9,6,Alimentaires,Basse
Hong Kong,90442,MSC,12.0,3,Alimentaires,Haute
Shangai,104628,Maersk,12.7,7,Industriels,Basse
Tianjin,86641,CMA CGM,13.9,7,Alimentaires,Moyenne
Ningbo Zhoushan,138428,ZIM,11.9,5,Industriels,Basse
Busan,102717,Yang Ming,12.6,4,Industriels,Moyenne
Ningbo Zhoushan,120331,Maersk,10.7,4,Alimentaires,Haute
Qingdao,70265,Maersk,11.1,5,Entreprises Grande Taille,Moyenne
Singapour,122854,MSC,12.0,4,Particuliers,Haute
Shenzen,90679,Hapag-Lloyd,9.3,6,Alimentaires,Moyenne
Tianjin,81287,ZIM,14.6,3,Industriels,Moyenne
Tianjin,81480,Evergreen,9.7,3,Particuliers,Haute
Tianjin,89563,ONE,11.2,7,Entreprises Grande Taille,Haute
Tianjin,98033,ONE,13.1,4,Particuliers,Haute
Guangzou,79039,Yang Ming,11.2,6,Alimentaires,Moyenne
Busan,104026,Hapag-Lloyd,14.2,6,Alimentaires,Haute
Shenzen,97435,ONE,10.0,6,Industriels,Basse
Tianjin,69748,MSC,11.1,5,Particuliers,Haute
Singapour,111504,CMA CGM,13.4,5,Industriels,Moyenne
Qingdao,74318,MSC,9.1,6,Petites Entreprises,Haute
Shangai,112236,Evergreen,11.2,5,Alimentaires,Haute
Shangai,132648,Hapag-Lloyd,9.8,6,Particuliers,Basse
Busan,91085,ONE,9.7,4,Petites Entreprises,Moyenne
Shenzen,113808,Hapag-Lloyd,11.5,5,Alimentaires,Haute
Shangai,133083,ONE,14.6,4,Entreprises Grande Taille,Haute
Singapour,116949,Hapag-Lloyd,11.5,4,Alimentaires,Haute
Guangzou,102211,Maersk,10.2,3,Alimentaires,Moyenne
Singapour,133956,CMA CGM,14.0,4,Alimentaires,Haute
Guangzou,85069,Yang Ming,12.8,6,Industriels,Haute
Busan,100882,CMA CGM,14.1,7,Industriels,Basse
Ningbo Zhoushan,100045,COSCO,13.1,3,Particuliers,Basse
Ningbo Zhoushan,123132,MSC,13.4,4,Petites Entreprises,Moyenne
Rotterdam,104737,COSCO,14.4,3,Industriels,Moyenne
Qingdao,97342,MSC,12.6,5,Industriels,Haute
Ningbo Zhoushan,138533,COSCO,9.5,3,Particuliers,Haute
Qingdao,93682,ONE,9.9,7,Alimentaires,Haute
Rotterdam,109163,Yang Ming,9.1,4,Industriels,Haute
Tianjin,85972,COSCO,10.4,4,Petites Entreprises,Basse
Singapour,133785,ONE,11.4,3,Petites Entreprises,Basse
Guangzou,82480,Maersk,14.9,6,Petites Entreprises,Moyenne
Qingdao,82897,ONE,13.1,7,Petites Entreprises,Moyenne
Guangzou,80418,Evergreen,9.5,3,Petites Entreprises,Haute
Shangai,153537,CMA CGM,9.6,4,Alimentaires,Haute
Hong Kong,76223,Yang Ming,13.1,4,Entreprises Grande Taille,Haute
Tianjin,93164,Evergreen,12.0,6,Particuliers,Moyenne
Qingdao,69501,MSC,13.4,7,Particuliers,Moyenne
Guangzou,99680,ZIM,11.9,5,Entreprises Grande Taille,Basse
Qingdao,99777,CMA CGM,14.9,3,Industriels,Basse
Shangai,148824,COSCO,9.8,7,Petites Entreprises,Moyenne
Rotterdam,101359,CMA CGM,14.2,3,Particuliers,Moyenne
Hong Kong,71570,ONE,12.9,4,Entreprises Grande Taille,Haute
Tianjin,80780,CMA CGM,10.2,7,Alimentaires,Haute
Guangzou,91302,Maersk,9.2,5,Alimentaires,Moyenne
Singapour,136237,MSC,13.0,4,Alimentaires,Haute
Rotterdam,114423,CMA CGM,13.9,7,Particuliers,Haute
Ningbo Zhoushan,136059,MSC,10.0,3,Entreprises Grande Taille,Haute
Busan,87526,MSC,10.7,5,Petites Entreprises,Haute
Shenzen,93701,Yang Ming,10.8,5,Industriels,Basse
Shenzen,110290,CMA CGM,13.1,4,Petites Entreprises,Haute
Guangzou,105573,Maersk,10.3,6,Particuliers,Haute
Guangzou,95981,ZIM,11.1,7,Alimentaires,Moyenne
Shangai,105022,Maersk,10.8,6,Alimentaires,Haute
Busan,86001,Hapag-Lloyd,9.2,7,Alimentaires,Haute
Qingdao,100530,Hapag-Lloyd,11.1,7,Particuliers,Haute
Guangzou,101919,Yang Ming,12.6,3,Alimentaires,Moyenne
Qingdao,73447,Hapag-Lloyd,13.8,4,Entreprises Grande Taille,Basse
Qingdao,69366,ZIM,12.6,5,Alimentaires,Haute
Rotterdam,104450,ONE,10.5,3,Particuliers,Haute
Guangzou,75770,ZIM,13.9,6,Petites Entreprises,Basse
Guangzou,103323,Maersk,13.8,5,Alimentaires,Moyenne
Tianjin,79755,MSC,13.7,5,Industriels,Basse
Tianjin,76318,Maersk,11.9,7,Alimentaires,Haute
Hong Kong,86884,Yang Ming,9.8,3,Entreprises Grande Taille,Basse
Busan,99848,COSCO,11.8,5,Industriels,Basse
Ningbo Zhoushan,132895,Hapag-Lloyd,12.0,3,Particuliers,Haute
Busan,87296,Hapag-Lloyd,14.6,5,Alimentaires,Basse
Tianjin,66007,COSCO,12.8,3,Entreprises Grande Taille,Haute
Shangai,124743,ONE,12.7,6,Petites Entreprises,Moyenne
Rotterdam,122222,ONE,9.2,5,Entreprises Grande Taille,Basse
Qingdao,97665,Yang Ming,14.8,3,Particuliers,Basse
Guangzou,96373,CMA CGM,9.9,4,Petites Entreprises,Haute
Busan,85955,MSC,13.1,3,Particuliers,Moyenne
Guangzou,86266,CMA CGM,12.9,3,Petites Entreprises,Basse
Tianjin,73274,Maersk,14.7,4,Petites Entreprises,Haute
Qingdao,90362,CMA CGM,13.4,6,Entreprises Grande Taille,Basse
Hong Kong,75988,Evergreen,14.3,7,Industriels,Haute
Ningbo Zhoushan,135859,COSCO,13.1,3,Petites Entreprises,Moyenne
Qingdao,80520,ZIM,9.9,7,Alimentaires,Haute
Shangai,155899,Hapag-Lloyd,12.3,7,Petites Entreprises,Moyenne
Shangai,117096,ZIM,13.1,5,Industriels,Moyenne
Shangai,154503,MSC,10.2,4,Industriels,Moyenne
Busan,90089,ONE,10.0,5,Alimentaires,Moyenne
Shenzen,84646,Hapag-Lloyd,10.5,4,Entreprises Grande Taille,Haute
Hong Kong,92045,ZIM,14.4,6,Industriels,Basse
Hong Kong,76630,MSC,12.5,5,Particuliers,Moyenne
Tianjin,84711,Evergreen,14.2,3,Alimentaires,Haute
Rotterdam,93555,MSC,14.9,3,Alimentaires,Haute
Tianjin,65836,COSCO,9.2,5,Entreprises Grande Taille,Moyenne
Shangai,109389,Maersk,10.7,4,Petites Entreprises,Haute
Qingdao,80360,MSC,9.8,3,Entreprises Grande Taille,Basse
Ningbo Zhoushan,109816,Evergreen,13.1,5,Alimentaires,Haute
Hong Kong,75435,Evergreen,10.5,7,Industriels,Basse
Guangzou,88664,ZIM,11.3,7,Entreprises Grande Taille,Basse
Shenzen,82933,ONE,10.1,5,Particuliers,Basse
Guangzou,87206,Evergreen,9.7,3,Industriels,Moyenne
Shenzen,92695,MSC,13.5,7,Petites Entreprises,Haute
Busan,95194,COSCO,13.2,5,Particuliers,Moyenne
Hong Kong,75290,Maersk,10.6,7,Petites Entreprises,Haute
Singapour,102834,COSCO,13.3,3,Petites Entreprises,Haute
Busan,100839,ZIM,9.1,3,Petites Entreprises,Haute
Qingdao,85501,COSCO,14.6,4,Petites Entreprises,Haute
Shangai,152413,Hapag-Lloyd,14.3,6,Alimentaires,Basse
Shangai,118728,COSCO,13.4,3,Alimentaires,Haute
Rotterdam,101464,MSC,12.2,3,Petites Entreprises,Haute
Shangai,144557,Hapag-Lloyd,11.9,6,Entreprises Grande Taille,Moyenne
Tianjin,86486,Evergreen,14.8,6,Entreprises Grande Taille,Moyenne
Qingdao,74000,ONE,12.4,4,Particuliers,Haute
Rotterdam,82007,ZIM,14.7,6,Particuliers,Haute
Singapour,104504,MSC,13.0,7,Particuliers,Moyenne
Ningbo Zhoushan,122933,Evergreen,9.5,7,Entreprises Grande Taille,Haute
Rotterdam,109231,Evergreen,10.7,7,Particuliers,Moyenne
Ningbo Zhoushan,135837,Yang Ming,10.9,5,Entreprises Grande Taille,Moyenne
Rotterdam,120890,CMA CGM,11.1,5,Particuliers,Haute
Qingdao,73941,COSCO,9.5,6,Entreprises Grande Taille,Basse
Busan,105143,COSCO,9.2,4,Petites Entreprises,Haute
Rotterdam,109480,ONE,14.2,5,Particuliers,Basse
Guangzou,101728,CMA CGM,10.4,4,Alimentaires,Moyenne
Tianjin,87102,Yang Ming,10.6,7,Petites Entreprises,Moyenne
Guangzou,73714,Evergreen,10.9,7,Industriels,Moyenne
Tianjin,85676,ZIM,9.4,3,Particuliers,Moyenne
Singapour,106184,Maersk,12.7,7,Petites Entreprises,Basse
Shangai,109497,ZIM,11.2,5,Petites Entreprises,Haute
Singapour,128932,ZIM,12.5,3,Entreprises Grande Taille,Basse
Rotterdam,98276,CMA CGM,10.7,5,Entreprises Grande Taille,Moyenne
Rotterdam,103542,MSC,12.1,4,Particuliers,Moyenne
Shangai,132486,CMA CGM,12.8,6,Petites Entreprises,Haute
Shenzen,104938,ONE,13.3,7,Particuliers,Haute
Guangzou,101868,MSC,11.1,7,Industriels,Haute
Rotterdam,89390,Hapag-Lloyd,12.0,6,Particuliers,Moyenne
Ningbo Zhoushan,144575,Hapag-Lloyd,12.7,3,Particuliers,Moyenne
Ningbo Zhoushan,126144,Hapag-Lloyd,11.3,4,Entreprises Grande Taille,Moyenne
Tianjin,71801,Evergreen,10.7,5,Alimentaires,Haute
Busan,72915,Evergreen,9.3,4,Industriels,Moyenne
Singapour,118003,Maersk,13.0,4,Petites Entreprises,Haute
Guangzou,91136,Hapag-Lloyd,11.9,5,Petites Entreprises,Haute
Ningbo Zhoushan,135865,CMA CGM,10.8,5,Petites Entreprises,Haute
Guangzou,95610,ZIM,14.6,4,Petites Entreprises,Haute
Busan,79441,MSC,13.4,6,Particuliers,Haute
Rotterdam,89829,MSC,9.4,5,Petites Entreprises,Haute
Ningbo Zhoushan,134275,Maersk,14.8,6,Entreprises Grande Taille,Haute
Singapour,109699,ZIM,9.2,3,Petites Entreprises,Moyenne
Ningbo Zhoushan,139993,ZIM,12.4,3,Industriels,Basse
Tianjin,95568,Maersk,13.8,3,Petites Entreprises,Haute
Hong Kong,87902,Yang Ming,10.5,7,Industriels,Moyenne
Tianjin,81263,ZIM,13.8,5,Particuliers,Moyenne
Hong Kong,71130,MSC,9.0,5,Alimentaires,Basse
Shangai,127647,MSC,9.3,6,Alimentaires,Basse
Rotterdam,97064,Maersk,14.1,3,Particuliers,Basse
Shenzen,96324,MSC,9.4,6,Alimentaires,Haute
Tianjin,93769,MSC,13.1,7,Particuliers,Moyenne
Guangzou,105262,COSCO,10.5,4,Petites Entreprises,Haute
Guangzou,97765,ONE,14.5,6,Industriels,Haute
Shenzen,107512,COSCO,9.3,4,Petites Entreprises,Haute
Hong Kong,91499,ZIM,9.2,6,Entreprises Grande Taille,Moyenne
Shangai,146788,CMA CGM,11.5,3,Particuliers,Moyenne
Ningbo Zhoushan,121926,Yang Ming,14.5,6,Industriels,Basse
Busan,83009,Hapag-Lloyd,9.6,7,Entreprises Grande Taille,Basse
Shenzen,99620,Evergreen,11.2,6,Particuliers,Moyenne
Rotterdam,118602,MSC,9.1,7,Industriels,Moyenne
Hong Kong,85861,Evergreen,11.6,7,Industriels,Moyenne
Guangzou,86186,COSCO,11.0,7,Petites Entreprises,Haute
Busan,105057,Yang Ming,13.3,5,Particuliers,Moyenne
Hong Kong,92901,MSC,9.6,7,Particuliers,Haute
Shenzen,100642,Maersk,9.1,7,Particuliers,Moyenne
Rotterdam,98196,CMA CGM,9.2,3,Alimentaires,Haute
Tianjin,94815,MSC,13.9,3,Alimentaires,Haute
Rotterdam,93803,MSC,12.9,6,Industriels,Moyenne
Hong Kong,88522,Hapag-Lloyd,10.8,6,Petites Entreprises,Basse
Busan,94579,Maersk,14.7,3,Alimentaires,Haute
Shenzen,80142,Evergreen,11.7,6,Alimentaires,Moyenne
Singapour,124422,Maersk,11.8,5,Petites Entreprises,Moyenne
Busan,85024,Maersk,9.4,4,Particuliers,Haute
Singapour,99844,COSCO,11.7,6,Industriels,Basse
Shenzen,87714,Yang Ming,13.9,3,Petites Entreprises,Haute
Shenzen,99866,Yang Ming,12.3,5,Industriels,Basse
Hong Kong,70219,Hapag-Lloyd,9.2,6,Industriels,Basse
Singapour,98632,MSC,14.9,3,Industriels,Basse
Shangai,146457,ONE,10.3,6,Industriels,Haute
Singapour,129413,Maersk,11.1,3,Petites Entreprises,Haute
Qingdao,102954,MSC,9.8,7,Industriels,Haute
Tianjin,86851,Hapag-Lloyd,11.5,3,Petites Entreprises,Moyenne
Shangai,109718,MSC,11.1,3,Particuliers,Haute
Busan,88774,MSC,14.6,5,Petites Entreprises,Moyenne
Singapour,124056,ONE,9.1,6,Alimentaires,Haute
Shangai,151790,CMA CGM,9.7,4,Entreprises Grande Taille,Basse
Qingdao,87994,COSCO,15.0,6,Particuliers,Moyenne
Qingdao,93561,Maersk,14.8,5,Alimentaires,Moyenne
Shenzen,97386,CMA CGM,12.0,6,Alimentaires,Moyenne
Singapour,132557,Maersk,13.9,6,Alimentaires,Haute
Busan,78478,Evergreen,9.4,6,Particuliers,Moyenne
Guangzou,76830,CMA CGM,12.8,7,Alimentaires,Moyenne
Shangai,126427,COSCO,11.3,5,Entreprises Grande Taille,Moyenne
Busan,84835,Evergreen,11.4,5,Particuliers,Moyenne
Shangai,153907,Evergreen,9.0,7,Entreprises Grande Taille,Moyenne
Shangai,126407,CMA CGM,13.2,3,Industriels,Moyenne
Tianjin,78053,ZIM,10.8,5,Particuliers,Moyenne
Tianjin,92883,Maersk,13.0,4,Alimentaires,Haute
Ningbo Zhoushan,127618,ZIM,12.5,7,Entreprises Grande Taille,Haute
Shangai,114570,COSCO,13.0,4,Industriels,Moyenne
Guangzou,98215,MSC,11.9,3,Industriels,Moyenne
Guangzou,84203,ZIM,13.3,3,Petites Entreprises,Moyenne
Ningbo Zhoushan,107014,Maersk,13.8,6,Entreprises Grande Taille,Moyenne
Hong Kong,88445,ZIM,10.2,5,Entreprises Grande Taille,Haute
Shenzen,91738,CMA CGM,12.0,6,Petites Entreprises,Moyenne
Guangzou,84117,ZIM,9.4,3,Industriels,Haute
Guangzou,88532,COSCO,11.6,7,Particuliers,Basse
Hong Kong,67285,COSCO,13.7,6,Industriels,Basse
Hong Kong,82743,Yang Ming,14.8,7,Industriels,Basse
Busan,105654,Maersk,10.7,3,Alimentaires,Moyenne
Singapour,92532,Yang Ming,10.2,7,Particuliers,Moyenne
Singapour,98323,ZIM,13.9,6,Alimentaires,Basse
Tianjin,92222,Maersk,10.2,5,Petites Entreprises,Basse
Hong Kong,83032,ONE,11.9,5,Entreprises Grande Taille,Basse
Singapour,121674,ONE,13.8,6,Particuliers,Basse
Qingdao,76115,ONE,11.2,6,Particuliers,Haute
Tianjin,76790,ZIM,10.2,5,Entreprises Grande Taille,Basse
Rotterdam,109327,ZIM,11.9,5,Industriels,Basse
Guangzou,101688,Maersk,10.7,5,Entreprises Grande Taille,Basse
Singapour,105655,Maersk,14.6,7,Petites Entreprises,Haute
Qingdao,98971,CMA CGM,9.3,3,Alimentaires,Haute
Shangai,133082,Yang Ming,13.8,7,Petites Entreprises,Basse
Singapour,131185,Maersk,9.1,3,Entreprises Grande Taille,Haute
Busan,95794,COSCO,14.0,4,Alimentaires,Moyenne
Rotterdam,105792,Maersk,12.0,5,Alimentaires,Moyenne
Shenzen,92354,ONE,13.6,6,Petites Entreprises,Moyenne
Shenzen,113346,Yang Ming,13.5,3,Entreprises Grande Taille,Haute
